# 【完全版・マーフィーの法則】永久保存版 ～潜在意識と成功・お金・健康・幸せ～
- [Youtube](https://www.youtube.com/watch?v=QYP-iNf4VJc&t=13s)
- [Youtube](https://www.youtube.com/watch?v=puUOk2wZTcU)

  - RADIO引き寄せ	チャンネル登録者数 9360人
　　123:08	ちゃんと、その理屈がわかったうえで、１＋１は２と覚えるのはそこがポイントになります。
　　123:14	あなたの信念もこれと同じです。
　　123:17	あなたがいくら、こうなって欲しい、こうなるべきだと念じても、その真理によって結果は
　　123:23	変わってきます。
　　123:25	私がそういったからそうするのではなくあなたが宇宙の真理を理解して、自発的にことを
　　123:31	行わない以上、本当の結果は得られません。
　　123:34	それから人はみんな、ポジティブな考え方しかできないということを教えしておきましょう。
　　123:39	
　　123:40	あなたが、私の言うことを信じないと否定しても、結局のところあなたは信じないという
　　123:46	ことを肯定しているわけです。
　　123:49	それなら少しでも自分のために、自分の人生のためになることを肯定し続けてください。	★
　　123:55	何のために、どういう理由で、どういった考えから、自分はこんなことを言っているのか？	★
　　124:01	また、こんなことをしているのか？を明確にさせることです。	★
　　124:04	その上で、繰り返して行う願望の入力は大いに意味あるものです。
　　124:10	さらに強力な力をも、秘めているのです。
　　124:13	今お話ししたことを、今までのあなたの人生の一つ一つに当てはめて考えてください。
　　124:19	そして、原因と理由を見出して、私の言っていることが真実であると、あなた自身で悟ってください。
　　124:26	



　　124:28	論理的解決法
　　124:31	クインビー博士は、今の章でお話しした方法で解き明かした結果を、
　　124:36	クインビーの手記という本として出版しています。この本は物事の一つ一つを
　　124:42	論理的に解決していく手法を示したものです。
　　124:45	例えば、あなたが病気になったとき、それはどこからやってきて、なぜあなたの身体を
　　124:51	おかしくし始めたのかを論理的に追求していきます。あなたの間違った信念や根拠のない
　　124:57	ネガティブな感情が病気を引き起こすということを、
　　125:01	あなたの経験に沿って、一つ一つ解明していきます。この方法を活用すれば、あなたの
　　125:07	ネガティブ、消極的な考え方がエネルギーの流れに
　　125:11	ひずみを作り、内なるスピリットの法則からはみ出したために、バランスを崩してしまったのだと
　　125:17	知ることができるでしょう。
　　125:19	もともと人は健康なのが普通の状態です。
　　125:22	それが何らかの障害が現れてくるというのは、何らかのリズムは狂ったからに他なりません。
　　125:27	
　　125:28	あなたのエネルギーが宇宙の法則から外れ、バランスを崩してしまったからです。
　　125:31	
　　125:33	そしてその原因はあなた自身にあります。あなたの心の中にあります。
　　125:37	
　　125:40	それを解き明かしていくのが、この方法なのです。この方法はあなたにも簡単にできます。
　　125:44	
　　125:47	一つ一つ自問自答していけばいいのです。	★
　　125:50	あなたの顕在意識が、潜在意識に問いかければ、あなたの潜在意識が答えを出してくれるでしょう。
　　125:58	



　　126:00	アルファー波で宇宙と同化する
　　126:03	人の脳波は非常にリラックスした時、
　　126:06	アルファー波が出ている状態を示します。
　　126:09	このアルファー波が出ているときこそ、潜在意識が表に現れていると考えていいでしょう。
